order_id,order_date,customer_name,city,product_name,category,unit_price,quantity,discount,payment_method,returned
ORD-102124,2025-10-24,Melissa Harrington,Zahle,Bluetooth Speaker,Electronics,36.75,3.0,0.0,wallet,Y
ORD-102125,Dec 30 2025,James Velez,Beirut,USB-C Cable,Accessories,6.3,3.0,0.0,wallet,N
ORD-102126,2025-12-18,James Nguyen,Tripoli,Bluetooth Speaker,Electronics,33.25,1.0,0.0,cash,N
ORD-102127,Jan 07 2026,Eric Mccullough, ?????,Wireless Mouse,Electronics,18.9,1.0,0.0,cash,Y
ORD-102128,Jan 04 2026,Andrew Barber,Jounieh,Bluetooth Speaker,Electronics,"35,0",,0.0,cash,N
ORD-102129,2026-01-25,Dr. Dawn Webb,Jounieh,iPhone 14 Case,Accessories,$12.5,3.0,1.0,wallet,N
ORD-102130,2025-10-28,Brittany Rodriguez,beirut ,Shampoo 400ml,Personal Care,6.24,1.0,0.0,card,N
ORD-102131,2026-01-25,Susan Garcia,Sidon,Laptop Stand,Office,$22.0,,0.0,cash,Y
ORD-102132,Feb 01 2026,Brandon Hansen,Sidon,Bluetooth Speaker,Electronics,"35,0",1.0,2.5,wallet,N
ORD-102133,Dec 15 2025,Matthew Romero, ?????,Bluetooth Speaker,Electronics,$35.0,1.0,1.0,cash,N
ORD-102134,11/12/2025,Robert King,Jounieh,Shampoo 400ml,Personal Care,5.46,1.0,2.5,card,N
ORD-102135,2025-10-02,Andrew Riley,beirut ,iPhone 14 Case,Accessories,12.5,3.0,0.0,cash,N
ORD-102136,2025-12-07,Melissa Johnson,Sidon,Notebook A5,Office,$4.2,1.0,0.0,cash,Y
ORD-102137,Jan 20 2026,Laura Burgess,beirut ,Shampoo 400ml,Personal Care,5.2,3.0,0.0,cash,Y
ORD-102138,2025-12-30,Tricia Woods,Beirut,USB-C Cable,Accessories,6.0,2.0,0.0,cash,Y
ORD-102139,15/01/2026,Robert Thomas,Tripoli,USB-C Cable,Accessories,5.7,3.0,,card,N
ORD-102140,Oct 08 2025,Molly Carlson,Zahle,USB-C Cable,Accessories,6.0,3.0,0.0,card,N
ORD-102141,30/12/2025, collin hanson  ,Tyre,Wireless Mouse,Electronics,18.9,1.0,0.0,cash,N
ORD-102142,2025-11-03,Alexander Jones,Zahle,Protein Bar,Grocery,1.8,1.0,1.0,wallet,N
ORD-102143,Nov 09 2025,Rachael Wood,Zahle,Protein Bar,Grocery,$1.89,1.0,0.0,cash,N
ORD-102144,03/10/2025, joshua guerrero  ,beirut ,Olive Oil 1L,Grocery,9.9,,0.0,card,N
ORD-102145,Nov 29 2025,Craig Hart,Beirut,iPhone 14 Case,Accessories,13.12,2.0,1.0,card,Y
ORD-102146,Oct 06 2025,Amy Walker,Byblos,Olive Oil 1L,Grocery,10.4,1.0,0.0,cash,N
ORD-102147,12/11/2025,Tracy Cook,Tripoli,Toothpaste,Personal Care,$2.76,2.0,0.0,wallet,N
ORD-102148,24/01/2026,Latasha Cochran,Zahle,Bluetooth Speaker,Electronics,"35,0",1.0,0.0,cash,N
ORD-102149,17/11/2025,Danielle Walters,Tyre,Protein Bar,Grocery,1.8,1.0,0.0,wallet,N
ORD-102150,07/01/2026,Tammy Moyer,beirut ,Laptop Stand,Office,26.4,1.0,2.5,wallet,N
ORD-102151,25/10/2025,Michael Ray,Zahle,Bluetooth Speaker,Electronics,35.0,1.0,0.0,wallet,N
ORD-102152,Oct 03 2025,Derek Wilson,Byblos,Laptop Stand,Office,23.1,1.0,0.0,wallet,N
ORD-102153,05/01/2026, misty gibson  ,Beirut,Notebook A5,Office,"3,5",3.0,1.0,wallet,Y
ORD-102154,2025-11-09, christopher norris  ,beirut ,Toothpaste,Personal Care,2.3,1.0,0.0,card,Y
ORD-102155,30/11/2025,Steven Lambert,Sidon,Shampoo 400ml,Personal Care,"5,46",1.0,0.0,cash,N
ORD-102156,2026-01-31,Jason Torres,Sidon,Protein Bar,Grocery,"1,89",1.0,0.0,card,N
ORD-102157,29/11/2025,Jonathan Oconnell,Jounieh,Olive Oil 1L,Grocery,9.9,1.0,2.5,wallet,N
ORD-102158,31/10/2025,Angelica Wagner,Beirut,Shampoo 400ml,Personal Care,4.94,1.0,0.0,cash,Y
ORD-102159,17/01/2026,Paul Dunn,beirut ,Bluetooth Speaker,Electronics,"35,0",1.0,2.5,cash,Y
ORD-102160,2025-11-30,Linda Short,Zahle,Notebook A5,Office,4.2,1.0,1.0,cash,N
ORD-102161,09/11/2025,Gary Williams,beirut ,Olive Oil 1L,Grocery,9.9,1.0,0.0,cash,N
ORD-102162,2026-01-18,Nicholas Robbins,Sidon,USB-C Cable,Accessories,$7.2,1.0,2.5,wallet,N
ORD-102163,05/12/2025,Kevin Garcia,Byblos,iPhone 14 Case,Accessories,12.5,1.0,2.5,cash,Y
ORD-102164,10/01/2026,Todd Padilla,Tyre,Protein Bar,Grocery,1.8,1.0,2.5,card,Y
ORD-102165,22/12/2025, michael evans  ,Zahle,Shampoo 400ml,Personal Care,5.46,1.0,2.5,cash,N
ORD-102166,2026-01-08, joshua haney  ,beirut ,Wireless Mouse,Electronics,22.68,2.0,,cash,N
ORD-102167,10/10/2025,Andrea Woods,Beirut,Notebook A5,Office,3.68,2.0,0.0,wallet,N
ORD-102168,25/10/2025,Jennifer Smith,Zahle,Shampoo 400ml,Personal Care,5.2,,0.0,card,N
ORD-102169,Nov 04 2025,Andrew Howard,Tripoli,Protein Bar,Grocery,1.71,1.0,1.0,card,Y
ORD-102170,14/11/2025,Michael Kidd,Sidon,Shampoo 400ml,Personal Care,4.94,1.0,0.0,card,N
ORD-102171,12/01/2026,Mary Ponce,Sidon,Shampoo 400ml,Personal Care,4.94,1.0,0.0,wallet,N
ORD-102172,Oct 15 2025,Michael Rollins, ?????,Toothpaste,Personal Care,2.18,1.0,0.0,wallet,N
ORD-102173,14/10/2025,Maria Walker,Tripoli,Wireless Mouse,Electronics,18.9,,0.0,card,N
ORD-102174,Jan 14 2026,Jason Gordon,Tyre,iPhone 14 Case,Accessories,12.5,3.0,0.0,wallet,Y
ORD-102175,2025-12-07,Michael Smith,Jounieh,Bluetooth Speaker,Electronics,33.25,3.0,0.0,wallet,N
ORD-102176,Jan 03 2026,Michael Mcguire,Tripoli,Shampoo 400ml,Personal Care,5.46,2.0,2.5,card,N
ORD-102177,2026-01-07,Anthony Lee, ?????,Olive Oil 1L,Grocery,9.4,2.0,1.0,wallet,N
ORD-102178,2025-12-04, sheri richards  ,Jounieh,Notebook A5,Office,"3,5",,0.0,wallet,Y
ORD-102179,Nov 18 2025, christina ayala  ,Beirut,Olive Oil 1L,Grocery,11.88,1.0,0.0,cash,N
ORD-102180,20/10/2025,John Peterson,Jounieh,Wireless Mouse,Electronics,17.95,2.0,2.5,cash,N
ORD-102181,Dec 02 2025,Lindsay Blake,Byblos,Olive Oil 1L,Grocery,9.4,,2.5,cash,N
ORD-102182,08/10/2025, pamela bell  ,Tyre,Shampoo 400ml,Personal Care,5.46,1.0,0.0,cash,Y
ORD-102183,Oct 21 2025, john johnson  ,Byblos,Toothpaste,Personal Care,2.3,3.0,2.5,wallet,N
ORD-102184,Nov 10 2025,Chad Frank,Tyre,Notebook A5,Office,"3,5",3.0,,wallet,N
ORD-102185,Dec 08 2025,Marc Hart,Zahle,Protein Bar,Grocery,"1,89",,1.0,wallet,N
ORD-102186,23/10/2025,Grant Jackson,Byblos,Olive Oil 1L,Grocery,10.4,1.0,0.0,card,N
ORD-102187,02/11/2025,Daniel Bell,Zahle,Wireless Mouse,Electronics,18.9,3.0,0.0,wallet,N
ORD-102188,29/01/2026,Thomas Baldwin,Sidon,Notebook A5,Office,3.5,1.0,0.0,card,N
ORD-102189,Dec 05 2025,Megan Chambers, ?????,iPhone 14 Case,Accessories,12.5,3.0,1.0,wallet,N
ORD-102190,Oct 27 2025,Kevin Vasquez,Byblos,Toothpaste,Personal Care,2.3,1.0,1.0,cash,N
ORD-102191,Nov 14 2025,Tammy Gibbs,Tyre,Olive Oil 1L,Grocery,9.9,3.0,0.0,wallet,N
ORD-102192,2025-10-21,Krystal Pacheco,Sidon,Bluetooth Speaker,Electronics,35.0,2.0,0.0,cash,N
ORD-102193,2026-01-29,Kimberly Zimmerman,Jounieh,iPhone 14 Case,Accessories,$12.5,1.0,1.0,card,N
ORD-102194,2025-12-10,Benjamin Day,Byblos,Shampoo 400ml,Personal Care,5.2,1.0,0.0,cash,N
ORD-102195,16/01/2026,Michael Moreno, ?????,Protein Bar,Grocery,$1.8,1.0,2.5,card,Y
ORD-102196,07/12/2025,Steven Santana, ?????,USB-C Cable,Accessories,6.3,2.0,1.0,wallet,N
ORD-102197,Dec 23 2025,Selena Serrano, ?????,Wireless Mouse,Electronics,18.9,1.0,0.0,wallet,N
ORD-102198,Nov 04 2025,Jonathan Avery,Zahle,iPhone 14 Case,Accessories,12.5,1.0,2.5,wallet,N
ORD-102199,2025-12-05,Donald Jackson,beirut ,Olive Oil 1L,Grocery,$11.88,1.0,0.0,cash,Y
ORD-102200,2025-12-13, joshua parks  ,Jounieh,Toothpaste,Personal Care,2.3,3.0,0.0,card,Y
ORD-102201,24/10/2025,Courtney Pace,Jounieh,Shampoo 400ml,Personal Care,5.2,1.0,1.0,wallet,N
ORD-102202,2025-11-13,Jose Davenport,Tyre,iPhone 14 Case,Accessories,12.5,1.0,0.0,card,N
ORD-102203,Dec 13 2025,Tara Henry,Zahle,iPhone 14 Case,Accessories,$15.0,,0.0,card,N
ORD-102204,2025-11-18,Brian Hernandez,Jounieh,Laptop Stand,Office,22.0,1.0,0.0,cash,N
ORD-102205,2025-11-29, laura guzman  ,Tripoli,USB-C Cable,Accessories,6.0,,0.0,wallet,N
ORD-102206,22/12/2025,Krista Hebert,Beirut,Laptop Stand,Office,"22,0",,0.0,wallet,Y
ORD-102207,28/10/2025,Sean Pena,Jounieh,Bluetooth Speaker,Electronics,42.0,1.0,0.0,wallet,N
ORD-102208,2025-10-12,Joshua Miller,Sidon,Laptop Stand,Office,20.9,1.0,0.0,cash,N
ORD-102209,2025-12-30,Leslie Young,Zahle,USB-C Cable,Accessories,6.3,1.0,2.5,wallet,Y
ORD-102210,Oct 31 2025,Jack Rodriguez, ?????,iPhone 14 Case,Accessories,"12,5",2.0,0.0,cash,N
ORD-102211,2025-10-20,Robert Welch, ?????,Olive Oil 1L,Grocery,"9,4",3.0,2.5,card,N
ORD-102212,01/10/2025,Robert Jackson,Sidon,Bluetooth Speaker,Electronics,42.0,1.0,0.0,wallet,N
ORD-102213,31/01/2026, christian gonzalez  ,Tripoli,Wireless Mouse,Electronics,22.68,3.0,,wallet,N
ORD-102214,2025-12-07, jessica kim  ,Beirut,Shampoo 400ml,Personal Care,5.46,,0.0,card,Y
ORD-102215,2026-01-22,Elizabeth Sandoval,beirut ,Toothpaste,Personal Care,$2.76,2.0,0.0,cash,Y
ORD-102216,2025-12-23, sonya campbell  ,Zahle,Notebook A5,Office,3.68,,0.0,card,Y
ORD-102217,Oct 30 2025,Jeremiah Long,Tripoli,Bluetooth Speaker,Electronics,36.75,1.0,0.0,wallet,N
ORD-102218,2026-01-30, william owens  ,beirut ,Protein Bar,Grocery,1.89,1.0,0.0,wallet,Y
ORD-102219,2025-12-08,Robert Black,Beirut,Notebook A5,Office,$3.5,3.0,0.0,card,Y
ORD-102220,Jan 24 2026, robert morris  ,beirut ,USB-C Cable,Accessories,$6.3,1.0,0.0,wallet,N
ORD-102221,17/10/2025,Vanessa Everett,Tripoli,Olive Oil 1L,Grocery,$9.9,3.0,0.0,cash,N
ORD-102222,2026-01-17,Gloria Skinner,Sidon,Olive Oil 1L,Grocery,9.9,1.0,0.0,wallet,N
ORD-102223,09/12/2025,Thomas Brooks,Byblos,Toothpaste,Personal Care,2.3,,0.0,cash,N
ORD-102224,2025-12-03,Catherine White,Jounieh,Bluetooth Speaker,Electronics,"42,0",,0.0,card,N
ORD-102225,2025-11-02,Lauren Gomez,beirut ,Toothpaste,Personal Care,2.76,3.0,0.0,card,N
ORD-102226,Oct 28 2025,Nicholas Gonzalez,Sidon,Wireless Mouse,Electronics,$22.68,1.0,2.5,wallet,N
ORD-102227,2025-12-29,Steven Benton,Beirut,iPhone 14 Case,Accessories,12.5,3.0,0.0,wallet,N
ORD-102228,Dec 04 2025,Andrea King,Zahle,Notebook A5,Office,3.5,1.0,,wallet,N
ORD-102229,2026-01-28,Brian Townsend,Jounieh,Laptop Stand,Office,20.9,1.0,,cash,N
ORD-102230,Oct 17 2025, hannah schaefer  ,Jounieh,Olive Oil 1L,Grocery,9.9,,,cash,Y
ORD-102231,2026-01-27,Charles Moore,beirut ,Olive Oil 1L,Grocery,$9.9,3.0,,wallet,N
ORD-102232,Dec 11 2025,Olivia Taylor,beirut ,Wireless Mouse,Electronics,18.9,,1.0,cash,N
ORD-102233,30/10/2025,Michael Crawford,Jounieh,iPhone 14 Case,Accessories,11.88,1.0,2.5,wallet,N
ORD-102234,Jan 05 2026,Daniel Green,Sidon,Notebook A5,Office,3.5,1.0,0.0,card,N
ORD-102235,Dec 09 2025, brett henderson  ,Byblos,Bluetooth Speaker,Electronics,$36.75,2.0,,wallet,N
ORD-102236,Jan 18 2026,Tracey Edwards,beirut ,Shampoo 400ml,Personal Care,5.2,3.0,0.0,card,N
ORD-102237,07/11/2025,Bobby Castaneda,Jounieh,Toothpaste,Personal Care,2.18,1.0,1.0,cash,N
ORD-102238,2025-10-07,Breanna Nielsen,beirut ,Toothpaste,Personal Care,2.76,3.0,0.0,cash,N
ORD-102239,20/11/2025,Christopher Benjamin,Byblos,USB-C Cable,Accessories,6.3,3.0,2.5,wallet,N
ORD-102240,Dec 08 2025,Dawn Barrera,Beirut,Toothpaste,Personal Care,2.3,,0.0,card,N
ORD-102241,2026-01-09,Jade Nelson,Byblos,iPhone 14 Case,Accessories,$12.5,3.0,2.5,card,N
ORD-102242,2025-12-07, robin shelton  ,Zahle,iPhone 14 Case,Accessories,15.0,1.0,,wallet,N
ORD-102243,2025-10-15,Monica Campbell,Byblos,USB-C Cable,Accessories,5.7,1.0,2.5,cash,N
ORD-102244,09/10/2025, sydney hanson  ,Sidon,Notebook A5,Office,3.5,,0.0,wallet,N
ORD-102245,2025-10-03,Denise Smith,Jounieh,Olive Oil 1L,Grocery,$9.4,3.0,0.0,wallet,Y
ORD-102246,2026-01-18,Brittney Norris,beirut ,Olive Oil 1L,Grocery,10.4,1.0,0.0,card,N
ORD-102247,02/12/2025,Gloria Smith,beirut ,Wireless Mouse,Electronics,$19.84,,1.0,card,N
ORD-102248,18/01/2026, bruce hurst  , ?????,Bluetooth Speaker,Electronics,35.0,3.0,1.0,cash,N
ORD-102249,2026-01-29, jennifer huynh  ,Sidon,Protein Bar,Grocery,$2.16,1.0,1.0,card,N
ORD-102250,04/10/2025, jennifer booker  ,beirut ,Bluetooth Speaker,Electronics,35.0,1.0,0.0,cash,N
ORD-102251,Oct 14 2025,Joan Mosley,Zahle,Shampoo 400ml,Personal Care,"5,46",1.0,1.0,cash,N
ORD-102252,23/12/2025,Melissa Allen, ?????,Protein Bar,Grocery,$1.8,1.0,0.0,wallet,N
ORD-102253,14/01/2026,Jake Richard, ?????,USB-C Cable,Accessories,$6.0,,,card,N
ORD-102254,Dec 15 2025,Robert Thompson,Tyre,Wireless Mouse,Electronics,18.9,1.0,,wallet,N
ORD-102255,2025-10-24,Faith Hicks,Byblos,Olive Oil 1L,Grocery,11.88,,,card,N
ORD-102256,16/01/2026,Michael Spencer,Beirut,iPhone 14 Case,Accessories,12.5,1.0,0.0,wallet,N
ORD-102257,2025-10-10,Jennifer Smith,Tyre,Toothpaste,Personal Care,2.18,,0.0,cash,N
ORD-102258,13/01/2026,Robert Sosa,Sidon,iPhone 14 Case,Accessories,$12.5,1.0,2.5,cash,N
ORD-102259,2025-11-26,Timothy Stephenson,Zahle,Bluetooth Speaker,Electronics,36.75,1.0,0.0,wallet,N
ORD-102260,11/10/2025,Michael Rodriguez,Beirut,Bluetooth Speaker,Electronics,35.0,1.0,1.0,cash,N
ORD-102261,Dec 18 2025,Sophia Valdez, ?????,Laptop Stand,Office,26.4,1.0,,cash,N
ORD-102262,Oct 26 2025,Robert Gordon,Byblos,iPhone 14 Case,Accessories,12.5,1.0,0.0,wallet,N
ORD-102263,Dec 11 2025,Joshua Gonzales,Tripoli,Toothpaste,Personal Care,"2,18",1.0,,wallet,Y
ORD-102264,2025-12-23,Matthew Russell,Tripoli,Bluetooth Speaker,Electronics,$35.0,2.0,1.0,card,N
ORD-102265,30/11/2025,Linda Sanders,Tyre,Bluetooth Speaker,Electronics,36.75,3.0,0.0,cash,N
ORD-102266,Jan 04 2026,Samantha Johnson,Jounieh,Bluetooth Speaker,Electronics,$42.0,,0.0,card,N
ORD-102267,2025-12-21,Clinton Sanchez,Beirut,Toothpaste,Personal Care,$2.3,2.0,0.0,cash,Y
ORD-102268,Oct 04 2025, joy matthews  ,Zahle,Protein Bar,Grocery,1.8,,1.0,card,N
ORD-102269,16/01/2026,Brandon Robinson, ?????,Laptop Stand,Office,26.4,2.0,0.0,cash,N
ORD-102270,2025-11-08,Kelli Wolf,Zahle,Shampoo 400ml,Personal Care,5.2,2.0,1.0,cash,N
ORD-102271,2026-01-25,Kaitlin Taylor, ?????,Protein Bar,Grocery,1.71,3.0,2.5,cash,N
ORD-102272,Oct 06 2025, casey grant  ,Tripoli,Notebook A5,Office,3.68,2.0,0.0,wallet,N
ORD-102273,14/01/2026, brandy villanueva  ,Byblos,Olive Oil 1L,Grocery,11.88,,0.0,cash,N
ORD-102274,Jan 17 2026, robert smith phd  , ?????,Toothpaste,Personal Care,2.3,3.0,,cash,N
ORD-102275,Nov 27 2025,Carol Li, ?????,Wireless Mouse,Electronics,17.95,3.0,,card,N
ORD-102276,10/01/2026, heather cross  ,Zahle,Protein Bar,Grocery,1.71,1.0,0.0,cash,N
ORD-102277,2025-12-01,Amanda Maldonado,Byblos,iPhone 14 Case,Accessories,11.88,1.0,0.0,card,Y
ORD-102278,Oct 16 2025,Mary Alexander,beirut ,Notebook A5,Office,3.68,3.0,0.0,card,N
ORD-102279,Nov 18 2025,Jessica Terrell,Byblos,Bluetooth Speaker,Electronics,$35.0,,0.0,card,N
ORD-102280,Jan 25 2026, jeremy nguyen  ,beirut ,Protein Bar,Grocery,1.8,3.0,0.0,wallet,Y
ORD-102281,2026-01-13, patrick brown  ,Tripoli,Toothpaste,Personal Care,2.42,,,wallet,Y
ORD-102282,Jan 14 2026, ronnie fowler  ,Sidon,Wireless Mouse,Electronics,19.84,2.0,0.0,wallet,N
ORD-102283,Jan 18 2026,Amanda White,Tyre,Olive Oil 1L,Grocery,9.4,2.0,,cash,Y
ORD-102284,13/12/2025, jo ali  ,Tyre,iPhone 14 Case,Accessories,12.5,1.0,1.0,card,N
ORD-102285,12/10/2025, mary powers  ,Byblos,USB-C Cable,Accessories,$6.3,1.0,0.0,wallet,Y
ORD-102286,Oct 04 2025,Michael Solis,Tyre,iPhone 14 Case,Accessories,$12.5,3.0,0.0,cash,N
ORD-102287,2025-10-21,Ashley Phillips,Zahle,Shampoo 400ml,Personal Care,"5,2",,2.5,card,N
ORD-102288,Jan 23 2026,Dean Wright,Tripoli,Notebook A5,Office,3.68,,1.0,cash,N
ORD-102289,10/01/2026,Shawn Hall,Tripoli,Olive Oil 1L,Grocery,$9.9,1.0,1.0,wallet,N
ORD-102290,Dec 15 2025,Morgan Larson,Zahle,Notebook A5,Office,3.32,1.0,0.0,card,N
ORD-102291,18/12/2025,Jessica Richardson,Beirut,Protein Bar,Grocery,1.8,1.0,1.0,cash,Y
ORD-102292,2025-11-27,Anne Molina, ?????,Wireless Mouse,Electronics,18.9,1.0,0.0,cash,N
ORD-102293,30/10/2025,Shannon Snyder,beirut ,Wireless Mouse,Electronics,18.9,1.0,2.5,wallet,N
ORD-102294,2026-01-13,Michael Howell,Tripoli,Toothpaste,Personal Care,$2.3,3.0,1.0,card,N
ORD-102295,2025-12-14, tanya bryant  ,Tyre,Protein Bar,Grocery,1.8,1.0,2.5,cash,N
ORD-102296,Oct 22 2025,Shane Salas,Byblos,Shampoo 400ml,Personal Care,$6.24,1.0,0.0,card,N
ORD-102297,2026-01-12,Brittany Moss,Beirut,USB-C Cable,Accessories,6.0,3.0,0.0,wallet,N
ORD-102298,Dec 11 2025,Audrey Hansen,Jounieh,Olive Oil 1L,Grocery,9.9,,0.0,cash,N
ORD-102299,2025-12-16,Rebekah Johnson,Jounieh,Olive Oil 1L,Grocery,"10,4",2.0,,wallet,Y
ORD-102300,2025-12-20,Shaun Fry,Tripoli,Bluetooth Speaker,Electronics,35.0,1.0,0.0,card,Y
ORD-102301,2025-11-23,Morgan Williams,Tyre,USB-C Cable,Accessories,"6,0",1.0,2.5,cash,N
ORD-102302,03/11/2025,Andrea Campbell,Beirut,Shampoo 400ml,Personal Care,4.94,1.0,0.0,wallet,N
ORD-102303,2025-10-30, lisa nicholson  ,Sidon,Bluetooth Speaker,Electronics,"36,75",3.0,0.0,cash,N
ORD-102304,2025-11-20,Jade Salazar,Byblos,iPhone 14 Case,Accessories,11.88,3.0,0.0,cash,N
ORD-102305,2025-11-15,Danielle Gillespie,Jounieh,Toothpaste,Personal Care,2.3,2.0,0.0,wallet,N
ORD-102306,21/01/2026,Samantha Moore,Tyre,USB-C Cable,Accessories,$6.3,2.0,1.0,card,N
ORD-102307,08/01/2026,Rebecca Bauer,Sidon,iPhone 14 Case,Accessories,15.0,3.0,0.0,wallet,N
ORD-102308,Jan 30 2026,Carla Jones,Beirut,Toothpaste,Personal Care,2.18,,0.0,cash,N
ORD-102309,22/11/2025,Kristen Compton,Tripoli,USB-C Cable,Accessories,6.0,,0.0,card,Y
ORD-102310,30/11/2025,Ms. Veronica Rose,Jounieh,Toothpaste,Personal Care,"2,76",1.0,,card,N
ORD-102311,01/02/2026,Ricky Lee,Sidon,Protein Bar,Grocery,$1.8,1.0,0.0,card,N
ORD-102312,28/11/2025,Richard Lopez, ?????,USB-C Cable,Accessories,$6.3,1.0,0.0,card,Y
ORD-102313,2025-12-24,Lee Watkins, ?????,Olive Oil 1L,Grocery,$9.9,1.0,1.0,card,N
ORD-102314,Dec 10 2025,Michael Guerra,Tyre,USB-C Cable,Accessories,5.7,1.0,0.0,wallet,N
ORD-102315,2025-10-07,Evelyn Nichols,beirut ,Shampoo 400ml,Personal Care,$6.24,3.0,0.0,card,N
ORD-102316,05/01/2026, natasha anderson  ,Byblos,Wireless Mouse,Electronics,17.95,,2.5,card,N
ORD-102317,Oct 25 2025, robert morales  ,Sidon,iPhone 14 Case,Accessories,$15.0,,1.0,wallet,N
ORD-102318,14/11/2025,Christopher Anderson,Zahle,USB-C Cable,Accessories,6.0,1.0,,cash,N
ORD-102319,23/11/2025, laura hill  , ?????,Laptop Stand,Office,$26.4,1.0,0.0,wallet,N
ORD-102320,Nov 25 2025,Lisa Kelley,Beirut,Notebook A5,Office,3.5,3.0,,cash,N
ORD-102321,27/10/2025,Kristin Jones,Zahle,Bluetooth Speaker,Electronics,$33.25,1.0,2.5,cash,N
ORD-102322,Oct 25 2025,Melissa Smith,Jounieh,Protein Bar,Grocery,$2.16,2.0,0.0,card,N
ORD-102323,05/01/2026,Daniel Moore,beirut ,Laptop Stand,Office,$22.0,2.0,0.0,card,N
ORD-102324,2025-11-22,Luis Johnson,beirut ,Shampoo 400ml,Personal Care,$6.24,1.0,,cash,N
ORD-102325,Dec 14 2025,Joshua Davis,Tyre,Protein Bar,Grocery,1.8,1.0,0.0,cash,N
ORD-102326,2025-10-25,Brian Nichols,Sidon,iPhone 14 Case,Accessories,12.5,1.0,1.0,wallet,N
ORD-102327,Oct 13 2025, christina lawson  ,Tripoli,Bluetooth Speaker,Electronics,35.0,3.0,0.0,card,Y
ORD-102328,04/01/2026,Christina Moore,beirut ,Bluetooth Speaker,Electronics,"35,0",1.0,0.0,wallet,Y
ORD-102329,Jan 01 2026, edward howard  , ?????,USB-C Cable,Accessories,6.3,1.0,0.0,wallet,N
ORD-102330,09/01/2026, george bell  ,Zahle,iPhone 14 Case,Accessories,15.0,,0.0,card,N
ORD-102331,20/01/2026,Mark Gilbert,Tripoli,iPhone 14 Case,Accessories,12.5,1.0,1.0,wallet,Y
ORD-102332,Dec 01 2025,Aaron Kim,Beirut,Notebook A5,Office,3.5,,,wallet,N
ORD-102333,Oct 26 2025,John Rocha,Beirut,Protein Bar,Grocery,1.71,1.0,0.0,wallet,Y
ORD-102334,Oct 24 2025,Chad Mills,Jounieh,Protein Bar,Grocery,1.71,1.0,,card,N
ORD-102335,Dec 04 2025, reginald santos  ,Tyre,iPhone 14 Case,Accessories,11.88,1.0,0.0,cash,Y
ORD-102336,03/11/2025,Henry Richards,Jounieh,Laptop Stand,Office,22.0,1.0,1.0,cash,Y
ORD-102337,29/10/2025,Brittany Carter, ?????,Toothpaste,Personal Care,2.76,1.0,0.0,cash,N
ORD-102338,Nov 12 2025,Anthony Gardner, ?????,Notebook A5,Office,$4.2,,2.5,wallet,N
ORD-102339,Oct 16 2025,Lindsay Miller,Tyre,Toothpaste,Personal Care,$2.18,2.0,0.0,wallet,N
ORD-102340,26/11/2025,Stephanie Perez,Jounieh,Bluetooth Speaker,Electronics,33.25,1.0,0.0,cash,Y
ORD-102341,01/10/2025,Jennifer Elliott,Jounieh,Wireless Mouse,Electronics,18.9,1.0,2.5,wallet,N
ORD-102342,29/11/2025,Jose Scott, ?????,Olive Oil 1L,Grocery,$11.88,2.0,0.0,wallet,N
ORD-102343,16/01/2026,Nicholas Hahn,Byblos,Protein Bar,Grocery,1.89,2.0,0.0,cash,Y
ORD-102344,2025-11-29,Michael Davis,Tripoli,USB-C Cable,Accessories,$5.7,1.0,0.0,wallet,N
ORD-102345,09/12/2025,Heather Walker,Tyre,Wireless Mouse,Electronics,$19.84,3.0,,cash,N
ORD-102346,Oct 21 2025,Wanda Ortiz,Tripoli,Bluetooth Speaker,Electronics,"35,0",,2.5,cash,N
ORD-102347,2025-10-19, samantha carlson  , ?????,Wireless Mouse,Electronics,22.68,1.0,0.0,card,N
ORD-102348,27/01/2026, elizabeth guerra  ,Byblos,Wireless Mouse,Electronics,18.9,3.0,0.0,wallet,N
ORD-102349,23/01/2026,Emily Rosales,Tripoli,Toothpaste,Personal Care,2.42,1.0,0.0,card,N
ORD-102350,Oct 31 2025,Sandra Watson,Tripoli,Wireless Mouse,Electronics,$17.95,1.0,2.5,wallet,N
ORD-102351,2026-01-31,Tammy Rosario,Jounieh,Notebook A5,Office,3.32,1.0,1.0,wallet,N
ORD-102352,2026-01-20,Judith Kirk,Jounieh,Olive Oil 1L,Grocery,10.4,2.0,,wallet,Y
ORD-102353,2026-02-01,Cody Allen,beirut ,Laptop Stand,Office,26.4,1.0,0.0,wallet,N
ORD-102354,Nov 13 2025,Sara Fritz,Tyre,Wireless Mouse,Electronics,$18.9,,2.5,wallet,N
ORD-102355,15/11/2025,Robin Saunders,Tyre,Wireless Mouse,Electronics,$17.95,2.0,0.0,card,N
ORD-102356,2026-01-05, crystal hughes  ,Tripoli,Olive Oil 1L,Grocery,"11,88",2.0,0.0,wallet,N
ORD-102357,2026-01-25,Benjamin Pratt,Tyre,Notebook A5,Office,"3,32",1.0,1.0,cash,N
ORD-102358,2025-10-16,Jennifer Cochran,Tripoli,Bluetooth Speaker,Electronics,36.75,1.0,1.0,wallet,Y
ORD-102359,2025-10-05,Kelly Rivera,Sidon,Toothpaste,Personal Care,2.3,1.0,1.0,wallet,N
ORD-102360,2025-12-07,Holly Nelson,Beirut,Shampoo 400ml,Personal Care,$4.94,1.0,0.0,wallet,N
ORD-102361,Oct 22 2025,Barbara Bradford,beirut ,Notebook A5,Office,"3,68",,1.0,card,N
